./f10_l-d_kp_20_879;Leticia da Silva Macedo Alves;15623;1025
./f1_l-d_kp_10_269;Leticia da Silva Macedo Alves;0;295
./f2_l-d_kp_20_878;Leticia da Silva Macedo Alves;0;1024
./f3_l-d_kp_4_20;Leticia da Silva Macedo Alves;0;35
./f4_l-d_kp_4_11;Leticia da Silva Macedo Alves;0;23
./f5_l-d_kp_15_375;Leticia da Silva Macedo Alves;0;481.069
./f6_l-d_kp_10_60;Leticia da Silva Macedo Alves;0;52
./f7_l-d_kp_7_50;Leticia da Silva Macedo Alves;0;107
./f8_l-d_kp_23_10000;Leticia da Silva Macedo Alves;4586339;9767
./f9_l-d_kp_5_80;Leticia da Silva Macedo Alves;0;130
